Index,Disruption Date,Location,Type,Description,Cause,Closed Date
134,08/03/2018,"Avon, IN",Other,"User: My son wears a GPS watch due to the possibility of him wandering from school. Around 11:30 today, I received a “check in” notification that he was in Upland, IN. I called the school in Avon, IN (hours from Upland) and they confirmed he was in class.

NAVCEN: The GPS Operations Center reviewed the GPS Constellation and Control Segment, there are no known anomalies that might affect GPS signal integrity at the time and vicinity of the reported outage. There were no authorized GPS tests in the area. No correlating reports from other users or interagency partners.",User Equipment,05/07/2019
144,08/01/2018,"Lakewood, WA",Transportation,"User: For many months now, GPS goes off track when directly north of McChord Field on I-5.

NAVCEN: The GPS Operations Center reviewed the GPS Constellation and Control Segment, there are no known anomalies that might affect GPS signal integrity at the time and vicinity of the reported outage. There were no authorized GPS tests in the area. No correlating reports from other users or interagency partners.",User Equipment,05/07/2019
133,07/23/2018,"Port Said, Egypt",Marine,"User: The [vessel] was moored in Port Said Egypt when the captain informed me that he lost the primary and secondary GPS. Disruption was intermittent. GPS also showed the ships location of west of Alexandria on at least one occasion. Ships contact information: [removed]. Please feel free to contact me or the ship directly if you have any questions.

NAVCEN: See U.S. Maritime Advisory concerning GPS Interference on the MSCI Portal. User encouraged to report the issue to the nearest communication authority.",Unknown Interference,05/07/2019
131,07/04/2018,"Port Said, Egypt",Marine,"Vessel was at anchor in Port Said, Egypt awaiting a canal transit on the GPS units started alarming with NO GPS FIX alarms. We verified our position using our anchor range and bearings & manually fixing position on ECDIS. Other vessels in area are reporting GPS problems as well.

See U.S. Maritime Alerts 2018-004A and 2018-004B for further information on this interference.",Unknown Interference,11/14/2018
132,07/04/2018,"Port Said, Egypt",Marine,"User: Vessel at anchor in Port Said, Egypt. GPS units started alarming with NO GPS FIX alarms. Position verified using anchor range and bearings & manually fixing position on ECDIS. Other vessels in area are reporting GPS problems as well. GPS interference continued intermittently throughout the entire day.

NAVCEN: See U.S. Maritime Advisory concerning GPS Interference on the MSCI Portal. User encouraged to report the issue to the nearest communication authority.",Unknown Interference,05/07/2019
127,06/28/2018,"Ankara, Turkey",Other,"User: I am developing a product based on [equipment], which uses [chipset]. I was not getting a valid fix since the morning (now is 16:00 local time). I have tried to get a fix with my cell and couldnt get a valid fix for a long time. The phone has seen just one satellite and it had a very weak SNR.

NAVCEN: The GPS Operations Center reviewed the GPS Constellation and Control Segment, there are no known anomalies that might affect GPS signal integrity at the time and vicinity of the reported outage. No correlating reports from other users or interagency partners.",User Equipment,05/07/2019
128,06/28/2018,"Rockport, Texas",,"User: The problem are the directions given to truckers, etc, when attempting to visit our facility. Directions send the vehicles to the south side of the ship channel. Our facility is on the north side of the ship channel.

NAVCEN: User provided information on how to contact mapping software providers to update their location details.",Mapping Issue,05/08/2019
125,06/16/2018,"Vila do Conde, Brazil",Marine,"User: Every day in the morning time up to lunch time the GPS gives warnings about unsafe position.

NAVCEN: The GPS Operations Center reviewed the GPS Constellation and Control Segment, there are no known anomalies that might affect GPS signal integrity at the time and vicinity of the reported outage. No correlating reports from other users or interagency partners.",Unknown Interference,05/07/2019
124,06/15/2018,"Nashville, TN",Other,"User: Mapping applications on three devices gave the wrong directions three times. None of the maps were anywhere correct. Was there a disruption or outage? Might not be anything but it was very odd. Also, the application seemed to be speaking jabberwocky at times during the ordeal of us being lost.

NAVCEN: The GPS Operations Center reviewed the GPS Constellation and Control Segment, there are no known anomalies that might affect GPS signal integrity at the time and vicinity of the reported outage. There were no authorized GPS tests in the area. No correlating reports from other users or interagency partner.",User Equipment,05/07/2019
126,06/15/2018,"Powell, OH",Transportation,"User: I pulled up GPS on my [mobile phone] to get a route. I used [mapping application] first and it said that no GPS was available at that time. I then tried [mapping application] and it was down too. I closed down both apps and tried shutting down my phone and still, nothing worked. I ended up finding turn by turn directions that did not use GPS. I used those but got into a car accident because as a new driver, I rely on GPS. When law enforcement (EMS and police) arrived on the scene, I told them that GPS was down. They said that their systems were down too. Were there any planned outages in our area around that time? If so, I wish that I had been warned somehow and saved from that dangerous situation. Many people rely on GPS in order to safely navigate, and an outage can cause accidents and even deaths.

NAVCEN: The GPS Operations Center reviewed the GPS Constellation and Control Segment, there are no known anomalies that might affect GPS signal integrity at the time and vicinity of the reported outage. There were no authorized GPS tests in the area. No correlating reports from other users or interagency partners.",User Equipment,05/07/2019
120,05/29/2018,Le Port Reunion Island,Surveying,"User: GPS elevation inaccuracy greater than 10 cm between 1400 and 1430 and then from 1800 local time (UT+4). It is affecting about 10 or more receivers on site (all machines, survey boat, land GPS backpack, excavators) we are working with RTK mobile receiver link to a base station by radio ling. There are three RTK base station on site with dedicated radio link. We saw on the sky GPS predictions. That GPS N29, is in view between about 1700 and 1430 then coming back again from about 1800 (5 degree elevation mask). We will try to disable GPS N29 from our equipment. No further information provided.

NAVCEN: The GPS Operations Center reviewed the GPS Constellation and Control Segment, there are no known anomalies that might affect GPS signal integrity at the time and vicinity of the reported outage. No correlating reports from other users or interagency partners.",User Equipment,05/07/2019
119,05/27/2018,"Bend, Oregon",Automobile,"User: Getting a NO GPS symbol on our unit, tried resetting and powering on and off, no swings have changed since last use.

NAVCEN: The GPS Operations Center reviewed the GPS Constellation and Control Segment, there are no known anomalies that might affect GPS signal integrity at the time and vicinity of the reported outage. There were no authorized GPS tests in the area. No correlating reports from other users or interagency partners.

User encouraged to contact their equipment manufacturer for assistance.",User Equipment,05/08/2019
123,05/26/2018,"Yellowknife, Canada",Other,"User: PRN18 failed to be measured near the period of an unusable (UNUNOREF) NANU covering part of the reported period. NANU 2018028-GPS SATELLITE SVN34(PRN18)WAS UNUSABLE ON JDAY 146 (26 MAY 2018) BEGINNING 0948 ZULU UNTIL JDAY 146 (26 MAY 2018) ENDING 0950 ZULU. IGS observations covered 0940-0948.

NAVCEN: Report forwarded to GPSOC. Issue was covered by the release of NANU 2018028.",None,05/07/2019
117,05/18/2018,35 NM North of Egyptian coast,Marine,"User: GPS total signal loss on 3 occasions: 17MAY18 2354Z - 18MAY18 0031Z 18MAY18 0240Z - 0248Z 0340Z - 0341Z -[equipment] models track Cypress standard GPS with Differential beacon 320 - [equipment] models track a Differential spot beam service by paid subscription. Last noted GPS interruption was on 30 APR

NAVCEN: See U.S. Maritime Advisory concerning GPS Interference on the MSCI Portal. User encouraged to report the issue to the nearest communication authority.",Unknown Interference,05/07/2019
118,05/18/2018,100NM off Port Said,Marine,"User: For the past hour GPS signal is either lost or incorrect in approximately 5 minute increments. Vessels in the area are reporting the same.

NAVCEN: See U.S. Maritime Advisory concerning GPS Interference on the MSCI Portal. User encouraged to report the issue to the nearest communication authority.",Unknown Interference,05/07/2019
115,05/10/2018,"Port Said, Egypt",Marine,"User: [Vessel] Tracking 85 East. Vessel is located in port, position keeps changing even though vessel is not moving. position is wrong in about 2-2.5hr increments; incorrect positions are not consistent.

NAVCEN: See U.S. Maritime Advisory concerning GPS Interference on the MSCI Portal. User encouraged to report the issue to the nearest communication authority.",Unknown Interference,05/07/2019
121,05/10/2018,"Fairbanks, Alaska",Other,"User: Since 10 May, several balloon flights have been terminated due to possible GPS interference issues. Analysis points to a possible disturbance source of narrow beam transmission from the airport or in its vicinity.

NAVCEN: The GPS Operations Center reviewed the GPS Constellation and Control Segment, there are no known anomalies that might affect GPS signal integrity at the time and vicinity of the reported outage. There was an authorized GPS tests in the vicinity at the date and time of the report. No correlating reports from other users or interagency partner.",GPS Testing,05/08/2019
114,05/09/2018,"Armenia, Quindio, Columbia",Other,"User: All my phones, my friends phones, and tablets are currently experiencing this outage in Armenis, Quindio, Colombia.

NAVCEN: The GPS Operations Center reviewed the GPS Constellation and Control Segment, there are no known anomalies that might affect GPS signal integrity at the time and vicinity of the reported outage. No correlating reports from other users or interagency partners.",Unknown Interference,05/07/2019
122,05/01/2018,"Doylestown, Pennsylvania",Communications,"User: Indicated location was erratic and device was unable to obtain accurate GPS location even after device was reset after traveling 5 miles. Device works normally in other locations throughout the U.S.

NAVCEN: User provided information on how to contact mapping software providers to update their location details.",Mapping Issue,05/07/2019
113,04/30/2018,"Orlando, Florida",Aviation,"User: [Our company] is a producer of high accuracy, aviation time, space, and position information (TSPI) equipment, primarily for defense. We develop, produce, and maintain TSPI equipment at the coordinates above. We have been experiencing nearly continuous interference over the past two days. The interfering transmitter is operating in the range approximately 1566-1576 MHz. The signal is a modulated signal and appears to be an out of band transmitter as opposed to a jammer. We have captured the spectra at several times. The interfering system is blanking our (and presumably other) receivers. We are well versed in GNSS systems and technology. The equipment being blanked is used in military flight test operations. The ongoing interference is impacting our ability to conduct operations. Please do not hesitate to contact me should you have any questions or need any additional information.

NAVCEN: The GPS Operations Center reviewed the GPS Constellation and Control Segment, there are no known anomalies that might affect GPS signal integrity at the time and vicinity of the reported outage. There were no authorized GPS tests in the area. No correlating reports from other users or interagency partner. Report forwarded to FCC for action.",Unknown Interference,05/07/2019
112,04/23/2018,"Colorado Springs, CO",,"User: Going north on I-25 around Colorado Springs, CO., GPS insisted that I get off of I-25 at each exit instead of waiting for correct exit. It occurred entering and departing Colorado Springs, CO. area.

NAVCEN: User provided information on how to contact mapping software providers to update their location details.",Mapping Issue,05/07/2019
109,04/18/2018,EASTERN MEDITERRANEAN SEA,Marine,"User: DISRUPTIONS EVERY FEW MINUTES, CONTINUING AT TIME OF NOTIFICATION. ALL VESSELS IN THE AREA ARE COMPLAINING ABOUT THIS ISSUE. NO GPS POSITION FROM MORE THAN 3HRS. SATELLITES ARE TRACKED AND DECLARED HEALTHY IN GPS RECEIVER BUT NO POSITION AVAILABLE. PLEASE ASSIST ACCORDINGLY.

NAVCEN: See U.S. Maritime Advisory concerning GPS Interference on the MSCI Portal. User encouraged to report the issue to the nearest communication authority.",Unknown Interference,05/07/2019
110,04/17/2018,Romania and Vietnam,Marine,"User: We have received reports from a shipyard in Romania and Vietnam having lost of GPS at a specific time of the day. In Romania, happens every day at 11:00 AM during about 5 minutes and in Vietnam happens at 3:00 AM or 1:30 PM depending of the position of the vessel. We would like to confirm that there are no known test/trials happening in this area at that specific time.

NAVCEN: The GPS Operations Center reviewed the GPS Constellation and Control Segment, there are no known anomalies that might affect GPS signal integrity at the time and vicinity of the reported outage. No correlating reports from other users or interagency partners. Recommended contacting the National Authority for Management and Regulation in Communications.",Unknown Interference,05/07/2019
108,04/16/2018,"Port Said, Egypt, N entrance of Suez Canal",Marine,"User: Intermittent and very frequent loss of GPS signal (time and position) while vessel was approaching Port Said). Same was reported by many vessels in vicinity by VHF radio.

NAVCEN: See U.S. Maritime Advisory concerning GPS Interference on the MSCI Portal. User encouraged to report the issue to the nearest communication authority.",Unknown Interference,05/07/2019
156,03/29/2018,"York, PA",Other,"User: My cell phone GPS does not function properly. I have gotten a new phone from the manufacturer which did not solve the problem. I have been speaking with my service provider and they are informing me that it is not a service issue but rather ""my signal is being sent to the wrong satellite"" and that they were unable to help me. They provided me with this link to file a report. I have used several different GPS apps, none of which work properly. Even when I am stationary these applications have difficulty finding my exact location and instead cast a large circle around my relative location. This has been going on for several months. It seems to be worse in more densely populated areas though it does not function well anywhere. Any assistance would be greatly appreciated.

NAVCEN: There are no known anomalies that might affect GPS signal integrity at the time and vicinity of the reported problem. There were no authorized GPS tests in the area. No correlating reports from other users or interagency partners.

User encouraged to contact equipment manufacturer or application developer for further assistance. Most likely caused by incorrect equipment or application settings.",User Equipment,05/08/2019
104,03/22/2018,"DAMIETTA PORT, Egypt",,"User: GPS EXPERIENCES LOSS OF SIGNAL PROBLEM FROM LAST 5 DAYS. MOST OF THE TIME IT HAPPENS NEAR EGYPT, LEBANON AND IN EASTERN MEDITERRANEAN REGION.

NAVCEN: See U.S. Maritime Advisory concerning GPS Interference on the MSCI Portal. User encouraged to report the issue to the nearest communication authority.",Unknown Interference,05/07/2019
102,03/21/2018,Suez,Marine,"User: Vessel is West bound from Port Said to Gibraltar. Position stated is current one, problem with GPS position started in Port Suez on 21 March. This is ocean going ship with 3 GPS units (all same model) with no prior problems. Overheard on VHF other vessels experiencing GPS position issues. Can you confirm if the area is affected by malfunction, testing or other disruptions of GPS system? I suspected hardware problem, but it happens on ALL units and position is on and off. Thank you.

NAVCEN: See U.S. Maritime Advisory concerning GPS Interference on the MSCI Portal. User encouraged to report the issue to the nearest communication authority.",Unknown Interference,05/07/2019
103,03/21/2018,"AT SEA, POST DEP PORT SAID, Egypt",Marine,"User: Master deemed it necessary to send it as non-routine under ""any other potential, including potential problems"" as the matter concerns vessels primary navigational system. Note that vessel had experienced problems with both GPS units of ""no signal, alarm 001"" since the night of 21st mar 2018. The problem of ""no signal, alarm 001"" was experienced on both GPSs just after departing from Suez Canal, Port Said side, on 21st Mar 2018. The problem was very frequently experienced in 3/O & 2/O watches. Then intermittently in C/Os watch going into the morning 22nd Mar 2018. Pls note that we had called at least 4 ships in our vicinity and they all confirmed the same problem with their GPSs, though with varying frequencies. This of-course has had an effect on the ECDIS. When the signals were lost, the courses went haywire. ARPAs was also effected, positions were not showing up.

NAVCEN: See U.S. Maritime Advisory concerning GPS Interference on the MSCI Portal. User encouraged to report the issue to the nearest communication authority.",Unknown Interference,05/07/2019
100,03/19/2018,Cyprus,Marine,"User: Sir/Madam, [we] have received information from multiple sources indicating a problem in receiving GPS signals on their equipment or having an accuracy problem., while sailing in the eastern Mediterranean. Could you please provide any information regarding this problem so the [we] can promulgate relative messages in case necessary? Best regards,

See U.S. Maritime Advisory concerning GPS Interference on the MSCI Portal. User encouraged to report the issue to the nearest communication authority.",Unknown Interference,05/07/2019
98,03/18/2018,"Port Said, Egypt",Marine,"User: We have 4 DGPS and 3 GPS receivers on board. All of them affected. GPS were lost and DGPSs are being affected with not stable position or lost. Disturbance still continuous.

NAVCEN: See U.S. Maritime Advisory concerning GPS Interference on the MSCI Portal. User encouraged to report the issue to the nearest communication authority.",Unknown Interference,05/07/2019
96,03/07/2018,"San Francisco, California",Automobile,"User: Since 5am 7th March we noticed that the L1 frequency has been marked unhealthy in the CNAV ephemeris message. This is still continuing at 5pm on the same day. All L2 CNAV ephemeris message indicate that the L1 is unhealthy. Additionally L5 is marked unhealthy however this was the case before 5am today as well.

NAVCEN: The L2C and L5 signals are considered pre-operational. A pre-operational signal means the availability and other characteristics of the broadcast signal may not comply with all requirements of the relevant interface specifications and should be employed at the users own risk. Refer to Notice Advisory to NAVSTAR Users (NANU) 2014038 and 2014039.",User Equipment,05/07/2019
94,02/19/2018,"Washington (USA), Yellowknife (Canada), Brest (France)",Other,"User: On the 19th of February 2018, some IODE/IODC of the ephemeris/clock information transmitted by PRN#06 from 04:42:30 to 06:44:30 were the same (14,15) as the data used on the same day for that PRN from 03:53:00 to 04:42:30 while the navigation data were different in violation of the GPS ICD 200 IODE repetition rule (unicity over 6 hours) and of the GPS ICD 200 IODC repetition rule (unicity over 7 days).

NAVCEN: Forwarded the report to the GPS Operations Center: The cause of the IODC repetition error was the result of an issue experienced with the ground control system. The problem has been corrected.",ICD_Violation,05/07/2019
93,02/16/2018,"West Palm, Florida",Marine,"User provided no details related to their issue of their issue.

NAVCEN: The GPS Operations Center reviewed the GPS Constellation and Control Segment, there are no known anomalies that might affect GPS signal integrity at the time and vicinity of the reported outage. No correlating reports from other users or interagency partners.",User Equipment,05/07/2019
92,01/31/2018,"Bad Pyrmont, Germany",Timing,"User: This morning I was contacted by my [colleagues] who both have observed an anomaly in the timing characteristics of the GPS signal. [Colleague]s GPS receiver did an internal measurement against a Rubidium unit coupled with a very long time constant showed a time drift of -45ns an then back to zero whereas [colleague] is measuring the GPS offsets agains its internal HQ OCXO showed a time drift of +150ns and then back to zero. Both have used different types of receivers, [colleague] was using a [equipment] design with our proprietary receiver technology where [colleague] used the [equipment]. Is there a known anomaly in the GPS signal on Jan 31th between 7.00 and 8.00 UTC ? We have checked the number of received satellites and have found no outage. Best regards,

NAVCEN: The GPS Operations Center reviewed the GPS Constellation and Control Segment, there are no known anomalies that might affect GPS signal integrity at the time and vicinity of the reported outage. No correlating reports from other users or interagency partners.",Unknown Interference,05/07/2019
165,01/15/2018,"Austin, TX",Automobile,"User: In post-processing of the L2C CNAV message, it was observed that ephemeris records for several SVs were in error. Specifically, Longitude of the Ascending Node and/or Mean Anomaly differed by 1 semi-circle (PI radians) as compared to LNAV ephemeris, on some SVs. We understand L2C is pre-operational; informing in the unlikely case this error had yet to be diagnosed.

Follow-up from user: Please disregard a problem report submitted earlier suggesting an issue w/ GPS L2C ephemeris at the period specified. Suspected issue was found to be with the receiver.

Closed as user equipment issue.",User Equipment,05/07/2019
91,01/08/2018,"Hinkley,California",Automobile,"User: Heading East on highway 58, near Hinkley, CA, the GPS in the navigation suddenly announced ""off route and recalculating"", when the map restored, it showed the vehicle to the north of highway 58. Over 5 miles it slowly moved back until it showed us back on the highway. we checked both our cell phones and they showed the same error. On our return trip on Jan. 16, the same error occurred going west on highway 58 also just west of Hinkley.

NAVCEN: No correlating reports from other users or interagency partners. User provided information on how to contact mapping software providers to update their location details.",Mapping Issue,05/07/2019
99,01/01/2018,Southern Tasmania,Marine,"User: Numerous high HDOP errors frequently occurring over previous 3 months. Our unit is set to alarm at HDOP>2.0, and the alarm has been sounding numerous times each day. Vessel operating in southern Tasmania region, within a 200 mile radius of the position given above. Occasional very high spike into HDOP>30, and 2 occurrences >100, with subsequent position shift of around 200 metres noticed on ECDIS. Backup GPS receiver also shows occasional high DOP error (not split into HDOP and VDOP), but not as high as main unit. Is this likely to be a receiver fault?

NAVCEN: The GPS Operations Center reviewed the GPS Constellation and Control Segment, there are no known anomalies that might affect GPS signal integrity at the time and vicinity of the reported outage. No correlating reports from other users or interagency partners.",User Equipment,05/07/2019
268,01/01/2018,"Breckenridge, CO",Automobile,"USER: I was hoping to find out what GPS satellite was assigned to my vehicle for GPS. Has it been decommissioned or not updated? I cannot get any satisfaction from dealer. Confusing because I still have compass function and time, but date will always correspond to day and date in 2015. Seems it has not been updated since then and I am frustrated by that.

NAVCEN: There is no activity in the GPS constellation of satellites that could be causing the problem indicated. GPS equipment is not assigned a specific satellite. Rather the equipment will track all satellites in view, usually 8-12 of them depending on location. However, given this type of date time problem and the subsequent failure of your equipment, there is a high probability that your equipment was affected by the 2019 GPS rollover event. If your equipment is showing a date other than todays date, this is a problem with how your equipment is handling the updated GPS week number value. We recommend you ensure your equipment software is up to date, refer to your equipment manual, update your application, or contact your application developer or equipment manufacturer for assistance. We recommend all users share these reports with their application developer or equipment manufacturer. This real world feedback can help developers and manufacturers improve their products.

Update: Manufacturer has stated the user must replace the equipment.",User Equipment,12/20/2019
87,12/12/2017,"West Chester, PA",Transportation,"User: Unable to acquire satellites even after restarting unit.

NAVCEN: User encouraged to contact their equipment manufacturer for further assistance. User later reported a software update corrected the issue.",User Equipment,05/20/2019
88,12/02/2017,"New York City, New York",Timing,"User: We have two receivers using separate antennas located on the west side of the building. The loss of timing happens ~4 minutes earlier every day. Problem started on 2 Dec at 1402 Eastern and last interruption was 30 Dec 1210 Eastern. Only recently started to log sats but it seems to happen when sat 12 is starting to be used by the receiver. This setup has been in use for >5 years with out coverage issue so I dont think that is the problem. We stay locked with 3 sats in view and this problem occurs with more than 3 sats. Confirmed there is no in band RF interference. We would appreciate any information since we are at a loss as what to do to remedy or mitigate this issue.

NAVCEN: The GPS Operations Center reviewed the GPS Constellation and Control Segment, there are no known anomalies that might affect GPS signal integrity at the time and vicinity of the reported problem. Space weather was reviewed and found unlikely to have impacted GPS performance. There were no authorized GPS tests in the area. No correlating reports from other users or interagency partners. User informed the issue is most likely related to the location of the equipment and equipment settings.",User Equipment,05/20/2019
85,11/30/2017,Global,Other,"User: GPS PRN22 orbit error started to wander off. Problem seen globally, but worst on USA East Coast and East Australia. We would like to understand the reason for the anomaly.

NAVCEN: The GPS Operations Center reported PRN 22 was healthy and performing nominally. No correlating reports from other users or interagency partners.

User encouraged to contact their equipment manufacturer for further assistance.",User Equipment,05/20/2019
84,11/19/2017,"Concord, CA",Other,User: Mobile phone GPS application unable to locate user. Device reset corrected the problem.,User Equipment,05/20/2019
82,11/07/2017,"Worth, NY",Communications,"User: Mobile phone has not been able to connect to GPS all day.

NAVCEN: The GPS Operations Center reviewed the GPS Constellation and Control Segment, there are no known anomalies that might affect GPS signal integrity at the time and vicinity of the reported outage. Space Weather was reviewed and found unlikely to have impacted GPS performance. No correlating reports from other users or interagency partners.

User encouraged to contact their equipment manufacturer for further assistance.",User Equipment,05/20/2019
107,11/06/2017,"Kume Island, Japan",Marine,"User: At 13:35:07, the GPS time output jumped to 13:37:16. It remained constant with this time offset for 10.5 hours. At 00:03:37, it jumped backwards from the offset time to the correct time. It maintained this time afterwards. This is a mature installation. Clear sky view. Other GPS receivers in operation did not experience problems. Were there any constellation issues at that time? If not, can you postulate a fault mechanism that could cause a constant time offset like this? Note: Question 6 did not allow ""2017"" as the year the disruption stopped.

NAVCEN: The GPS Operations Center reviewed the GPS Constellation and Control Segment, there are no known anomalies that might affect GPS signal integrity at the time and vicinity of the reported outage. No correlating reports from other users or interagency partners.",User Equipment,04/15/2019
81,11/04/2017,"Anchorage, AK",Other,"User: Regularly use GPS on mobile devices to set and monitor trails in the area. No app could find a signal so used GPSDiagnostic to determine what satellites were accessible. The app indicated that it could identify NO satellites.

NAVCEN: The GPS Operations Center reviewed the GPS Constellation and Control Segment, there are no known anomalies that might affect GPS signal integrity at the time and vicinity of the reported outage. Space Weather was reviewed and found unlikely to have impacted GPS performance. No correlating reports from other users or interagency partners.

User encouraged to contact their equipment manufacturer for further assistance.",Unknown Interference,05/20/2019
80,10/28/2017,"Jordan Lake, NC",,"User: First indication of disruption were intermittent wrong time of day displays (roughly 3 hour advanced). GPS location tracking was also interrupted intermittently while sailing within 2 miles of specified location.

NAVCEN: The GPS Operations Center reviewed the GPS Constellation and Control Segment, there are no known anomalies that might affect GPS signal integrity at the time and vicinity of the reported outage. Space Weather was reviewed and found unlikely to have impacted GPS performance. No correlating reports from other users or interagency partners.

User encouraged to contact their equipment manufacturer for further assistance.",User Equipment,05/20/2019
79,10/26/2017,"Alexandria, VA",Transportation,"User: Mobile device GPS applications could not load the GPS, error stated GPS unavailable.

NAVCEN: User encouraged to contact their map provider or mapping application developer.",Mapping Issue,05/20/2019
78,10/24/2017,Sea of Japan,Marine,"User: Both GPS systems onboard have been inoperable. GMDSS system is working correctly. App on phone using wifi is also working correctly.

NAVCEN: The GPS Operations Center reviewed the GPS Constellation and Control Segment, there are no known anomalies that might affect GPS signal integrity at the time and vicinity of the reported outage. Space Weather was reviewed and found unlikely to have impacted GPS performance. No correlating reports from other users or interagency partners.

User encouraged to contact their equipment manufacturer for further assistance.",Unknown Interference,05/20/2019
77,10/18/2017,"Addison, TX",Aviation,"User: Several pilots have reported a problem with a GPS outage in the vicinity of the airport. The problem is happening while landing and departing both runways, and all pilots have stated that their RNAV instruments malfunction when close to the airport.

NAVCEN: The GPS Operations Center reviewed the GPS Constellation and Control Segment, there are no known anomalies that might affect GPS signal integrity at the time and vicinity of the reported outage. Space Weather was reviewed and found unlikely to have impacted GPS performance. No correlating reports from other users or interagency partners.

Authorized GPS testing was scheduled near the reported location and may have impacted GPS performance.",GPS Testing,05/20/2019
76,10/12/2017,"Scranton, PA",Automobile,"User: I was traveling from Vermont to Winchester Virginia when, at some point, the gps advised to turn west on an interstate to Scranton PA. I got completely lost. All I would like to know is if there were any ongoing issues in that area yesterday.

NAVCEN: User encouraged to contact their map provider or mapping application developer.",Mapping Issue,05/20/2019
75,10/10/2017,"Macon, GA",Other,"User: GPS unit could not ﬁx any satellites until around 1300 on 10/10/2017. To be able to receive notifications of GPS constellation problems, where do I and or others sign up.

NAVCEN: The GPS Operations Center reviewed the GPS Constellation and Control Segment, there are no known anomalies that might affect GPS signal integrity at the time and vicinity of the reported outage. Space Weather was reviewed and found unlikely to have impacted GPS performance. No correlating reports from other users or interagency partners.

User encouraged to contact their equipment manufacturer for further assistance.

Provided information on how to subscribe to GPS information products through NAVCEN website. Directed user to the approved GPS testing page on NAVCEN website.",User Equipment,05/20/2019
74,10/01/2017,"Ringwood, NJ",Transportation,"User: The GPS was anchored at the last site that was used as a detour for traffic Road work. I attempted to restart the unit at different locations with no success.

NAVCEN: User encouraged to contact their map provider or mapping application developer.",Mapping Issue,05/20/2019
70,09/25/2017,"Hsinchu, China",,"User: Dear Sir, Recently the 2 MSBs of IODC has been set to non-zero value, which is different from the zero value that has been in use for more than 10 years before. Although our engineers tried to be very careful in preparation of ROM code release for GPS chipset implementation, checking various test scenarios using GPS simulator, we still missed an issue in applying the 2 MSBs of IODC. This and recent change of those 2 MSBs becoming non-zero value caused about 2 million units of GPS receivers worldwide that worked perfectly for many years now suddenly have potential problem of unable to get position fix, we are beginning to get many customer problem reports coming in this week. May I ask if this IODC parameter will be set to a number < 256 again? And could the two MSBs of IODC be set to zero again as soon as possible please? Thank you very much.

NAVCEN: We have contacted the GPS Operations Center and they have informed us that: “After a recent ground system software update, we received reports of some users experiencing negative issues. As a result, we re-verified that our software update was indeed in complete compliance with IS-GPS-200 standards. Nonetheless, in order to continue to support all of our users to the maximum extent possible, we rolled back the software update to a previous version so that we can take the time to consult with the affected receiver manufacturer and proceed forward in a way to ensure dependable access to GPS for all users. In this case, as always, Air Force officials continue to work with their counterparts in the U.S. Coast Guard to analyze and respond to all user concerns.”

Encouraged user to supply additional information on impacts to user equipment and mitigations employed to deal with this change. Input shared with the U.S. Air Force.

User equipment does not meet IS-GPS-200 requirements. You can find the Interface Specification (IS-GPS-200) in the technical documentation section of GPS.gov under Interface Specifications (GPS.gov).",User Equipment,05/20/2019
72,09/25/2017,"Perugia, Italy",Timing,"User: Civil Defense and Environemental Monitor application We have about 300 units which will stop to work if a cold start will happen. The unit cannot get basic information for first fix. They are installed worldwide in remote stations. Manufacturer of [manufacturer] reported the signal from GPS is no longer compatibile with these units, the units cannot be updated because the firmware is not accessible. We do not know the exact date of signal change, approximately the problem started in a time window between Mid August 2016 and 25 September 2016. Although this problem is generating costs to our company in terms or workaround and replacement of parts, there are many instrument that cannot be accessed easily and this will cause a interruption of services for the public interest. Thank you for your attention and cooperation.

NAVCEN Response: We have contacted the GPS Operations Center and they have informed us that: “After a recent ground system software update, we received reports of some users experiencing negative issues. As a result, we re-verified that our software update was indeed in complete compliance with IS-GPS-200 standards. Nonetheless, in order to continue to support all of our users to the maximum extent possible, we rolled back the software update to a previous version so that we can take the time to consult with the affected receiver manufacturer and proceed forward in a way to ensure dependable access to GPS for all users. In this case, as always, Air Force officials continue to work with their counterparts in the U.S. Coast Guard to analyze and respond to all user concerns.”

User equipment does not meet IS-GPS-200 requirements. You can find the Interface Specification (IS-GPS-200), dated July 2017, in the technical documentation section of GPS.gov under Interface Specifications (http://www.gps.gov/technical/).",User Equipment,05/20/2019
73,09/23/2017,"Djelfa Province, Algeria",Transportation,"User: Hello, On 23.09 we detected a problem with the GPS signal in North Africa and Eastern Europe creating GPS initialization problems and time fix for our GPS tracking devices. Practically they have stopped working on large areas that was covered by over 5000 GPS tracking units. Today the situation in Eastern Europe is going back to normal but persist in North Africa. Please let us know the cause of the signal problems and how long will take for the signal to return to normal. Thank you

NAVCEN response: We have contacted the GPS Operations Center and they have informed us that: “After a recent ground system software update, we received reports of some users experiencing negative issues. As a result, we re-verified that our software update was indeed in complete compliance with IS-GPS-200 standards. Nonetheless, in order to continue to support all of our users to the maximum extent possible, we rolled back the software update to a previous version so that we can take the time to consult with the affected receiver manufacturer and proceed forward in a way to ensure dependable access to GPS for all users. In this case, as always, Air Force officials continue to work with their counterparts in the U.S. Coast Guard to analyze and respond to all user concerns.”

User equipment does not meet IS-GPS-200 requirements. You can find the Interface Specification (IS-GPS-200), dated July 2017, in the technical documentation section of GPS.gov under Interface Specifications (http://www.gps.gov/technical/).",User Equipment,05/20/2019
